1.319690000000000000e+05,1.319700000000000000e+05
1.319700000000000000e+05,1.319690000000000000e+05
1.319730000000000000e+05,1.319740000000000000e+05
1.319740000000000000e+05,1.319730000000000000e+05
1.349250000000000000e+05,1.521480000000000000e+05
1.349300000000000000e+05,1.360120000000000000e+05
1.360120000000000000e+05,1.349300000000000000e+05
1.521470000000000000e+05,1.521500000000000000e+05
1.521480000000000000e+05,1.521460000000000000e+05
1.521500000000000000e+05,1.521470000000000000e+05
1.104133000000000000e+07,1.104732000000000000e+07
1.104335000000000000e+07,1.104833000000000000e+07
1.104732000000000000e+07,1.104133000000000000e+07
1.104833000000000000e+07,1.104335000000000000e+07
6.205246000000000000e+07,6.274925000000000000e+07
6.274925000000000000e+07,6.205246000000000000e+07
6.283570000000000000e+07,6.283579000000000000e+07
6.283579000000000000e+07,6.283570000000000000e+07
6.325126000000000000e+07,6.334936000000000000e+07
6.334936000000000000e+07,6.325126000000000000e+07
6.346193000000000000e+07,6.346926000000000000e+07
6.346568000000000000e+07,6.356310000000000000e+07
6.346926000000000000e+07,6.346193000000000000e+07
6.356005000000000000e+07,6.356718000000000000e+07
6.356310000000000000e+07,6.346568000000000000e+07
6.356718000000000000e+07,6.356005000000000000e+07
6.366399000000000000e+07,6.366593000000000000e+07
6.366593000000000000e+07,6.366399000000000000e+07
6.366597000000000000e+07,6.366698000000000000e+07
6.366698000000000000e+07,6.366597000000000000e+07
6.394657000000000000e+07,6.394659000000000000e+07
6.394659000000000000e+07,6.394657000000000000e+07
6.394668000000000000e+07,6.394669000000000000e+07
6.394669000000000000e+07,6.394668000000000000e+07
6.548886000000000000e+07,6.548893000000000000e+07
6.548893000000000000e+07,6.548886000000000000e+07
6.548895000000000000e+07,6.548896000000000000e+07
6.548896000000000000e+07,6.548895000000000000e+07
6.548992000000000000e+07,6.630341000000000000e+07
6.551054000000000000e+07,6.551139000000000000e+07
6.551057000000000000e+07,6.551061000000000000e+07
6.551061000000000000e+07,6.551057000000000000e+07
6.551071000000000000e+07,6.551074000000000000e+07
6.551073000000000000e+07,6.551075000000000000e+07
6.551074000000000000e+07,6.551071000000000000e+07
6.551075000000000000e+07,6.551073000000000000e+07
6.551081000000000000e+07,6.551127000000000000e+07
6.551127000000000000e+07,6.551081000000000000e+07
6.551133000000000000e+07,6.561712000000000000e+07
6.551139000000000000e+07,6.551133000000000000e+07
6.551375000000000000e+07,6.561215000000000000e+07
6.561014000000000000e+07,6.561112000000000000e+07
6.561016000000000000e+07,6.561326000000000000e+07
6.561112000000000000e+07,6.561014000000000000e+07
6.561113000000000000e+07,6.561114000000000000e+07
6.561114000000000000e+07,6.561318000000000000e+07
6.561215000000000000e+07,6.551375000000000000e+07
6.561318000000000000e+07,6.561119000000000000e+07
6.561326000000000000e+07,6.561016000000000000e+07
6.630341000000000000e+07,6.630344000000000000e+07
6.630344000000000000e+07,6.630542000000000000e+07
6.630542000000000000e+07,6.630544000000000000e+07
6.630543000000000000e+07,6.630602000000000000e+07
6.630544000000000000e+07,6.630543000000000000e+07
6.630605000000000000e+07,6.548992000000000000e+07
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
